left,front,right,food_angle,sug_direction,move_rating
0.0,0.0,0.0,-0.5007233689506385,0.0,1.0
0.0,0.0,0.0,-0.5006935831810551,0.0,1.0
0.0,0.0,0.0,-0.5006660185284196,-1.0,0.0
0.0,0.0,0.0,-0.4998811921866324,1.0,1.0
0.0,0.0,0.0,-0.500650348581989,-1.0,0.0
0.0,0.0,0.0,-0.4999170261304944,1.0,1.0
0.0,0.0,0.0,-0.5006324987478503,1.0,1.0
0.0,0.0,0.0,-0.5001008842201803,0.0,1.0
0.0,0.0,0.0,-0.5001243320317003,-1.0,1.0
0.0,0.0,0.0,-0.5005945499709532,1.0,1.0
0.0,0.0,0.0,-0.5001360996647352,0.0,1.0
0.0,0.0,0.0,-0.5001558945267801,0.0,1.0
0.0,0.0,0.0,-0.5001745024407258,0.0,1.0
0.0,0.0,0.0,-0.5001918454107128,1.0,0.0
0.0,0.0,0.0,-0.499432928470129,0.0,0.0
0.0,0.0,0.0,-0.4994149435039009,-1.0,1.0
0.0,0.0,0.0,-0.5002388136336697,1.0,0.0
0.0,0.0,0.0,-0.4994145691229582,1.0,0.0
0.0,0.0,0.0,-0.4997616013211938,-1.0,0.0
0.0,0.0,0.0,-0.4993762440709184,0.0,0.0
0.0,0.0,0.0,-0.4993554970254933,1.0,0.0
0.0,0.0,0.0,-0.4997436292520958,1.0,1.0
0.0,0.0,0.0,-0.5006434203920588,1.0,1.0
0.0,0.0,0.0,-0.5002575137789577,1.0,0.0
0.0,0.0,0.0,-0.4993554970254933,1.0,0.0
0.0,0.0,0.0,-0.4997436292520958,-1.0,0.0
0.0,0.0,0.0,-0.4993089925558377,0.0,0.0
0.0,0.0,0.0,-0.4992832226286853,-1.0,1.0
0.0,0.0,0.0,-0.5003297106030676,-1.0,1.0
0.0,0.0,0.0,-0.5006661741446078,-1.0,0.0
0.0,0.0,0.0,-0.4997208052565581,1.0,1.0
0.0,0.0,0.0,-0.5006665643596488,-1.0,0.0
0.0,0.0,0.0,-0.4997686893323446,0.0,0.0
0.0,0.0,0.0,-0.4997962338418036,1.0,1.0
0.0,0.0,0.0,-0.5006786598051862,-1.0,0.0
0.0,0.0,0.0,-0.4998409214080072,0.0,0.0
0.0,0.0,0.0,-0.4998704055471959,-1.0,0.0
0.0,0.0,0.0,-0.499262119788434,1.0,0.0
0.0,0.0,0.0,-0.49989188822605396,-1.0,0.0
0.0,0.0,0.0,-0.4992142252459079,1.0,0.0
0.0,0.0,0.0,-0.4999196268332578,1.0,1.0
0.0,0.0,0.0,-0.5007581591119398,-1.0,0.0
0.0,0.0,0.0,-0.499963297909915,1.0,1.0
0.0,0.0,0.0,-0.5007285361978417,0.0,1.0
0.0,0.0,0.0,-0.50069670831731,0.0,1.0
0.0,0.0,0.0,-0.5006675402548475,0.0,1.0
